#ST-Typ;Wert;Beschreibung
ST_Laenderkennzeichen;MAL;Malaysia
ST_Laenderkennzeichen;MC;Monaco
ST_Laenderkennzeichen;MD;Moldawien
ST_Laenderkennzeichen;MEX;Mexiko
ST_Laenderkennzeichen;MGL;Mongolei
ST_Laenderkennzeichen;MK;Mazedonien
ST_Laenderkennzeichen;MNE;Montenegro
ST_Laenderkennzeichen;MOC;Mosambik
ST_Laenderkennzeichen;MS;Mauritius
ST_Laenderkennzeichen;MW;Malawi
ST_Laenderkennzeichen;BUR;Myanmar
ST_Laenderkennzeichen;N;Norwegen
ST_Laenderkennzeichen;NA;Niederländische Antillen
ST_Laenderkennzeichen;NAM;Namibia
ST_Laenderkennzeichen;NAU;Nauru
ST_Laenderkennzeichen;NEP;Nepal
ST_Laenderkennzeichen;WAN;Nigeria
ST_Laenderkennzeichen;NIC;Nicaragua
ST_Laenderkennzeichen;NL;Niederlande
ST_Laenderkennzeichen;NZ;Neuseeland
ST_Laenderkennzeichen;P;Portugal
ST_Laenderkennzeichen;PA;Panama
ST_Laenderkennzeichen;PE;Peru
ST_Laenderkennzeichen;PK;Pakistan
ST_Laenderkennzeichen;PL;Polen
ST_Laenderkennzeichen;PNG;Papua-Neuguinea
ST_Laenderkennzeichen;PY;Paraguay
ST_Laenderkennzeichen;Q;Katar
ST_Laenderkennzeichen;RA;Argentinien
ST_Laenderkennzeichen;RC;Republik China (Taiwan)
ST_Laenderkennzeichen;RCA;Zentralafrikanische Republik
ST_Laenderkennzeichen;RCB;Republik Kongo
ST_Laenderkennzeichen;RCH;Chile
ST_Laenderkennzeichen;RG;Guinea
ST_Laenderkennzeichen;RH;Haiti
ST_Laenderkennzeichen;RI;Indonesien
ST_Laenderkennzeichen;RIM;Mauretanien
ST_Laenderkennzeichen;RL;Libanon
ST_Laenderkennzeichen;RM;Madagaskar
ST_Laenderkennzeichen;RMM;Mali
ST_Laenderkennzeichen;RN;Niger
ST_Laenderkennzeichen;ROK;Südkorea
ST_Laenderkennzeichen;RO;Rumänien
ST_Laenderkennzeichen;ROU;Uruguay
ST_Laenderkennzeichen;RP;Philippinen
ST_Laenderkennzeichen;RSM;San Marino
ST_Laenderkennzeichen;RU;Burundi
ST_Laenderkennzeichen;RUS;Russland
ST_Laenderkennzeichen;RWA;Ruanda
ST_Laenderkennzeichen;S;Schweden
ST_Laenderkennzeichen;SA;Saudi-Arabien
ST_Laenderkennzeichen;SD;Swasiland
ST_Laenderkennzeichen;SGP;Singapur
ST_Laenderkennzeichen;SK;Slowakei
ST_Laenderkennzeichen;SLO;Slowenien
ST_Laenderkennzeichen;SME;Suriname
ST_Laenderkennzeichen;SN;Senegal
ST_Laenderkennzeichen;SO;Somalia
ST_Laenderkennzeichen;SRB;Serbien
ST_Laenderkennzeichen;SUD;Sudan
ST_Laenderkennzeichen;SY;Seychellen
ST_Laenderkennzeichen;SYR;Syrien
ST_Laenderkennzeichen;T;Thailand
ST_Laenderkennzeichen;TD;Tschad
ST_Laenderkennzeichen;TG;Togo
ST_Laenderkennzeichen;TJ;Tadschikistan
ST_Laenderkennzeichen;TM;Turkmenistan
ST_Laenderkennzeichen;TN;Tunesien
ST_Laenderkennzeichen;TR;Türkei
ST_Laenderkennzeichen;TT;Trinidad und Tobago
ST_Laenderkennzeichen;UA;Ukraine
ST_Laenderkennzeichen;UAE;Vereinigte Arabische Emirate
ST_Laenderkennzeichen;USA;Vereinigte Staaten von Amerika
ST_Laenderkennzeichen;UZ;Usbekistan
ST_Laenderkennzeichen;V;Vatikanstaat
ST_Laenderkennzeichen;VN;Vietnam
ST_Laenderkennzeichen;WAG;Gambia
ST_Laenderkennzeichen;WAL;Sierra Leone
ST_Laenderkennzeichen;WD;Dominica
ST_Laenderkennzeichen;WG;Grenada
ST_Laenderkennzeichen;WL;St. Lucia
ST_Laenderkennzeichen;WS;Samoa
ST_Laenderkennzeichen;WV;St. Vincent und die Grenadinen
ST_Laenderkennzeichen;YAR;Jemen
ST_Laenderkennzeichen;YV;Venezuela
ST_Laenderkennzeichen;RNR;Sambia
ST_Laenderkennzeichen;ZA;Südafrika
ST_Laenderkennzeichen;ZW;Simbabwe
ST_Laenderkennzeichen;SU;Sowjetunion
ST_Laenderkennzeichen;YU;Jugoslawien
ST_LageDerVersicherungsraeume;ErdObergeschoss;Oberhalb oder gleich der Erdgleiche.
ST_LageDerVersicherungsraeume;Keller;Unterhalb der Erdgleiche.
ST_LageDerWohnung;Erdgeschoss;
ST_LageDerWohnung;Obergeschoss;
ST_LageDerWohnung;Untergeschoss;
ST_LageDerWohnung;Dachgeschoss;
ST_LagePhotovoltaik;Fassade;
ST_LagePhotovoltaik;Dach;
ST_LagePhotovoltaik;FreiflaecheBodeninstallation;
ST_LagePhotovoltaik;Sonstiges;
ST_Lastschriftart;Basislastschrift;Alle SEPA-Lastschriften, sofern es sich nicht um eine Firmenlastschrift handelt.
ST_Lastschriftart;Firmenlastschrift;Die SEPA-Firmenlastschrift (SEPA Business to Business Direct Debit) ist auf den Zahlungsverkehr zwischen Unternehmen ausgelegt. Dementsprechend darf es sich beim Debitor nicht um einen privaten Endkunden handeln, sondern ausschließlich um einen Geschäfts- oder Firmenkunden. Nach der Einlösung der SEPA-Firmenlastschrift ist keine Rückbuchung durch den Zahlungspflichtigen mehr möglich.
ST_LeistungsartBereich;Privat;
ST_LeistungsartBereich;Verkehr;
ST_LeistungsartBereich;Immobilie;
ST_LeistungsartBereich;Beruf;
ST_LeistungsartBereich;Gewerbe;Enthält auch Sonder und Spezial
ST_LeistungsartTyp;Versicherungsleistung;Vertraglich zugesicherte, einklagbare Leistung gemäß §2 ARB. Verwendung nur im Kontext BiPRO Rechtsschutz.
ST_LeistungsartTyp;Serviceleistung;Zusätzliche Leistungen in Ergänzung zu §2 ARB.
ST_LeistungsdauerTodesfallAbsicherung;Lebenslaenglich;
ST_LeistungsdauerTodesfallAbsicherung;Wiederheirat;
ST_Leistungserbringung;01;Kapital
ST_Leistungserbringung;02;Rente
ST_Leistungserbringung;03;Sachleistung
ST_Leistungserbringung;04;Beitragsfreistellung
ST_Leistungserbringung;05;Assistanceleistung
ST_Leistungsfall;Todesfall;Zahlung bei Tod der VP
ST_Leistungsfall;Erlebensfall;Zahlung zum Auszahlungstermin der Versicherung
ST_Leistungsfall;Leistungsfall;z.B. Selbständige BU
ST_Leistungsstatus;1;keine Leistung gewünscht/vereinbart/möglich
ST_Leistungsstatus;2;Leistung gewünscht
ST_Leistungsstatus;3;Leistung erforderlich
ST_Leistungsstatus;4;Leistung vereinbart
ST_Leistungsstatus;5;Auftrag zur Leistungserbringung erteilt
ST_Leistungsstatus;6;Leistung durchgeführt
ST_Leitungsart;1;Antenne
ST_Leitungsart;2;Telefonleitung
ST_Leitungsart;3;Stromleitung
ST_Leitungsart;4;LAN-Kabel
ST_LogischeVerknuepfung;UND;
ST_LogischeVerknuepfung;ODER;
ST_LogischeVerknuepfung;NICHT;
ST_LogischeVerknuepfung;UND NICHT;
ST_Luftfahrzeugtyp;01;Motorflugzeug (Ein Flugzeug bzw. Motorflugzeug ist ein Luftfahrzeug, das schwerer als Luft ist. Für den zum Fliegen erforderlichen Auftrieb und für die Steuerung werden aerodynamische Effekte genutzt.)
ST_Luftfahrzeugtyp;02;Drehflügler (Zu der Luftfahrzeugklasse Drehflügler gehören Tragschrauber, Hubschrauber und Flugschrauber.)
ST_Luftfahrzeugtyp;03;Luftschiff (Ein Luftschiff ist ein lenkbares Luftfahrzeug, dessen Auftrieb auf aerostatischen Kräften beruht und das über einen eigenen Antrieb verfügt.)
ST_Luftfahrzeugtyp;04;Segelflugzeug (Ein Segelflugzeug ist ein für den Segelflug, also für motorloses Fliegen (Steigen im Aufwind beziehungsweise Gleiten mit geringem Höhenverlust) konstruiertes Luftfahrzeug. In Deutschland werden Segelflugzeuge luftrechtlich als eigene Luftfahrzeugklasse gewertet und dürfen bis zu 850 kg wiegen.)
ST_Luftfahrzeugtyp;05;Motorsegler (Motorsegelflugzeuge, oft auch kurz Motorsegler genannt, sind Flugzeuge, denen grundsätzlich alternativ die Betriebsarten Motorflug und Segelflug möglich sind. Sie stellen in Deutschland, Österreich und der Schweiz eine eigene Luftfahrzeugklasse dar. Entsprechende Maschinen tragen Kennungen, die mit D-K&hellip;, OE-9&hellip; oder HB-2&hellip; beginnen.)
ST_Luftfahrzeugtyp;06;Frei- und Fesselballon (Ein Freiballon ist ein freifliegender Ballon. Er muss als Gasballon mit einem Traggas, welches leichter als Luft ist, gefüllt werden oder als Heißluftballon ausgeführt sein. Freiballone werden zusammen mit Fesselballonen (welche durch eine Leine eine ständige Verbindung zum Boden haben) in Deutschland luftrechtlich als eigene Luftfahrzeugklasse angesehen.)
ST_Luftfahrzeugtyp;07;Drachen (Ein Drachen ist ein Spiel- und Sportgerät, das mit Wind betrieben wird. Er besteht in der einfachsten Ausführung aus einem Segel, das in der Regel durch ein Gestänge aufgespannt wird und einer am Gestänge befestigten Leine, die vom Drachensteigenden (im Drachensport oft: Pilot) gehalten wird.)
ST_Luftfahrzeugtyp;08;Flugmodell (Ein Flugmodell ist meist eine verkleinerte Nachbildung eines Luftfahrzeuges (Flugzeug, Hubschrauber, Rakete), wobei es weder eine scharfe Abgrenzung zum Spielzeug oder Sportgerät, noch zu kommerziellen, wissenschaftlichen oder militärischen Anwendungen gibt, wie zum Beispiel ferngelenkten Drohnen.)
ST_Luftfahrzeugtyp;09;Luftsportgerät (Die Luftsportgeräte umfassen eine Gruppe von Fluggeräten, bei denen die Sportausübung als Hauptverwendungsszweck angesehen werden kann.)
ST_MandatArt;Einmalmandat;Mandat zur einmaligen Nutzung
ST_MandatArt;Einzelmandat;Mandat über das nur ein Vertrag inkassiert werden kann.
ST_MandatArt;Rahmenmandat;Mandat, über das mehrere/alle Verträge eines Gläubigers inkassiert werden können.
ST_Mandatsablageort;1;Das SEPA-Lastschriftmandat liegt dem Vermittler vor Dem Vermittler liegt das vom Kontoinhaber unterschriebene SEPA-Lastschriftmandat vor. Der Vermittler MUSS dem Gläubiger das Mandat NICHT zur Verfügung stellen, wenn er dieses entsprechend verwahrt. Im Falle einer Vorlageverpflichtung (auf Anforderung der einlösenden Bank!) wird der Gläubiger sich mit dem Vermittler in Verbindung setzen und um eine Übermittlung des Mandates bitten.
ST_Mandatsablageort;2;Der Vermittler verfügt über eine Bankvollmacht des Kontoinhabers Der Kontoinhaber hat dem Vermittler, im Rahmen einer Maklervollmacht oder auch separat, schriftlich eine Bankvollmacht erteilt und den Vermittler damit legitimiert dem Gläubiger gegenüber das SEPA Mandat zu unterzeichnen. Der Vermittler MUSS dem Gläubiger das Mandat NICHT zur Verfügung stellen, wenn er dieses entsprechend verwahrt. Im Falle einer Vorlageverpflichtung (auf Anforderung der einlösenden Bank!) wird der Gläubiger sich mit dem Vermittler in Verbindung setzen und um eine Übermittlung des Mandates bitten.
ST_Mandatsablageort;3;SEPA-Lastschriftmandat ist beigefügt, wird nachgereicht oder liegt dem Gläubiger vor. SEPA-Lastschriftmandat ist im Original mit Unterschrift des Kontoinhabers beigefügt, wird nachgereicht oder liegt dem Gläubiger vor.
ST_MandatStatus;Schwebe;Ein Mandat ist dann in Schwebe, wenn noch nicht alle notwendigen Daten vorliegen (z.B. die Unterschrift).
ST_MandatStatus;Aktiv;Ein unterschriebenes Mandat liegt vor und das Mandat wird genutzt.
ST_MandatStatus;Ruhend;Ein derzeit nicht genutztes, aber gültiges Mandat. Innerhalb von 36 Monaten nach der letzten Nutzung kann ein ruhend gestelltes Mandat in Abstimmung mit dem Zahler wieder verwendet (aktiv) werden.
ST_MandatStatus;Ungueltig;Das Mandat wurde vom Zahler explizit gekündigt oder das Mandat wurde 36 Monate nicht mehr aktiv genutzt. Es kann nicht wieder reaktiviert werden.
ST_Mangelart;01;Bau
ST_Mangelart;02;Durchnässung
ST_Mangelart;03;Dach
ST_Mangelart;99;Sonstige
ST_Material;01;Stein
ST_Material;02;Beton
ST_Material;03;Holz
ST_Material;04;Metall
ST_Material;05;Trockenbaukonstruktion
ST_Material;06;Dämmschicht
ST_Material;07;Fliesen
ST_Material;08;Estrich
ST_Material;09;Parkett / Laminat
ST_Material;10;Holzdielen
ST_Material;11;PVC
ST_Material;12;Ziegel / Pfanne
ST_Material;13;Schiefer
ST_Material;14;Blech
ST_Material;15;Kunststoff
ST_Material;16;Glas
ST_Material;17;Glaskeramik
ST_Material;18;Glasbaustein
ST_Material;19;Kupfer
ST_Material;20;Ried, Schilf, Stroh
ST_Material;99;Sonstiges
ST_MaterialLeitungswassernetz;Blei;
ST_MaterialLeitungswassernetz;Edelstahl;
ST_MaterialLeitungswassernetz;Eisen;
ST_MaterialLeitungswassernetz;Kunststoff;
ST_MaterialLeitungswassernetz;Kupfer;
ST_MaterialLeitungswassernetz;Tec;
ST_MaterialLeitungswassernetz;Sonstiges;
ST_Meldeturnus;01;Anmeldung vor Risikobeginn
ST_Meldeturnus;02;Anmeldung wöchentlich
ST_Meldeturnus;03;Anmeldung monatlich
ST_Meldeturnus;04;Anmeldung vierteljährlich
ST_Meldeturnus;05;Anmeldung halbjährlich
ST_Meldeturnus;06;Anmeldung jährlich
ST_Meldung;00001;Die Verarbeitung konnte aufgrund unvollständiger oder fehlerhafter Daten nicht abgeschlossen werden.
ST_Meldung;00002;Die Verarbeitung konnte aufgrund uneindeutiger Daten nicht abgeschlossen werden.
ST_Meldung;00007;XML Schema-Validierung fehlgeschlagen. Dieser Schlüssel MUSS geliefert werden, wenn eine Prüfung der BiPRO XML-Strukturen anhand des Service-spezifischen XML-Schemas (einschl. aller Sub-Schemata) fehlgeschlagen ist.
ST_Meldung;00008;Der Schlüssel 00008 MUSS verwendet werden, wenn Regeln, die in einer WS-Policy beschrieben wurden, verletzt werden. Der Schlüssel DARF NICHT verwendet werden, wenn BiPRO in einer Norm einen spezifischen Fehlercode für die Verletzung einer Regel definiert hat, die Regel jedoch in Form einer WS-Policy beschrieben wurde. Beispiel: Laut Norm 420 ist im Falle einer fehlerhaften Dokumentanforderung bei getOffer() ein Fehlercode 00103 in MeldungID zu liefern. Diese Regel lässt sich als inhaltsbezogene WS-Policy formulieren und prüfen. Im Falle eines Fehlers DARF der Provider NICHT die allgemeine MeldungID 00008 für WS-Policy fehlgeschlagen liefern.
ST_Meldung;00009;Die Funktion wird nicht unterstützt (nicht implementiert). Dieser Schlüssel wird verwendet, wenn eine in der WSDL-Datei angebotene Funktion vom Service nicht implementiert wurde. In diesem Fall DARF der Service einen SOAP-Fault mit BiproException im detail-Bereich werfen. Im Meldungsobjekt ist dann ein Fehler zu schlüssel und mit dem Schlüssel 00009 zu konkretisieren.
ST_Meldung;00010;Die übermittelte Feldlänge wird nicht unterstützt, ein Abschneiden von Daten wurde notwendig. Zusätzlich MUSS im Fehlertext (Meldung.Text) die maximale Feldlänge zum Feld angegeben werden.
ST_Meldung;00101;Die im Attribut Quelle referenzierten Daten wurden ausgewertet und für die Ermittlung und Aufbereitung des Verarbeitungsergebnisses verwendet.
ST_Meldung;00102;Die im Attribut Quelle referenzierten Daten wurden für die Durchführung der Verarbeitung sowie Ermittlung und Aufbereitung des Verarbeitungsergebnisses verändert und überschrieben.
ST_Meldung;00103;Die angeforderten Dokumente werden nicht unterstützt.
ST_Meldung;00104;Die Vorgangsnummer (Geschaeftsvorgang.Vorgangsnummer) ist bereits vergeben.
ST_Meldung;00105;Fachliche Eingangbestätigung. Der Vorgang konnte ordnungsgemäß erfasst und angelegt werden. Eine fallabschließende Verarbeitung konnte nicht durchgeführt werden (Schwebe).
ST_Meldung;00106;Antrag policiert. Der Vorgang konnte ordnungsgemäß erfasst und fallabschließend bearbeitet werden.
ST_Meldung;00107;Verbindliches Angebot im Sinne des Invitatiomodells erstellt. Der Vorgang konnte ordnungsgemäß erfasst und fallabschließend bearbeitet werden.
ST_Meldung;00108;Die gewünschte Versandart wird nicht unterstützt.
ST_Meldung;00900;Sicherheitsinformationen im Header nicht vorhanden oder im falschen Format. Ursache beim Consumer. Diese Meldung kann durch Hinweise mit einer MeldungID 00901-00920 ergänzt werden.
ST_Meldung;00901;SOAP-Header nicht ermittelbar
ST_Meldung;00905;Kein WS-Security-Header vorhanden
ST_Meldung;00906;Leerer WS-Security-Header
ST_Meldung;00907;Unzulässiger WS-Security-Header
ST_Meldung;00908;Kein wsse:UsernameToken vorhanden
ST_Meldung;00909;Kein SecurityContext-Identifier vorhanden
ST_Meldung;00910;wst:TokenType nicht korrekt oder nicht vorhanden
ST_Meldung;00911;wst:RequestType nicht korrekt oder nicht vorhanden
ST_Meldung;00912;wst:CancelTarget nicht vorhanden
ST_Meldung;00913;wsse:SecurityTokenReference nicht vorhanden
ST_Meldung;00914;wsse:Reference nicht vorhanden
ST_Meldung;00915;wsse:Reference ohne URI-Attribut
ST_Meldung;00916;SCT im Header stimmt nicht mit Referenz im Body überein.
ST_Meldung;00917;WS-Security-Header enthält kein Security-ContextToken
ST_Meldung;00919;Kein korrekter SecurityContext-Identifier
ST_Meldung;00920;VDG: Keine Berechtigung für die Web-Anwendung des angegebenen Mandanten
ST_Meldung;00930;Der Service kann nicht aufgerufen werden. Mögliche Ursachen sind z.B. eine fehlgeschlagene Validierung oder der Aufruf eines ungültigen Services. Diese Meldung kann durch Hinweise mit einer MeldungID 00931-00932 ergänzt werden.
ST_Meldung;00931;Validierung des Bodys fehlgeschlagen
ST_Meldung;00932;Fehler bei der Verarbeitung (Technischer Fehler, der bei Service-Abarbeitung auftritt)
ST_Meldung;00940;Vorübergehende technische Störung auf Seiten des Providers. Diese Meldung kann durch Hinweise mit einer MeldungID 00941-00949 ergänzt werden.
ST_Meldung;00941;Fehler bei der Erstellung der RequestSecurityTokenResponse
ST_Meldung;00942;VDG: Zum Benutzer ist beim VDG kein Auth.-Verfahren hinterlegt.
ST_Meldung;00943;VDG: Technischer Fehler beim Zugriff auf die Mandantendaten
ST_Meldung;00944;VDG: Auth.-Verfahren weder secovid, securid noch schwach
ST_Meldung;00945;VDG: Für den Benutzer ist auf dem Server kein Passwort hinterlegt à Vergabe eines Passworts durch den Benutzer über die Webapp. per OTP erforderlich
ST_Meldung;00946;VDG: Fehler bei der Initialisierung des TicketIssuers
ST_Meldung;00947;VDG: Es kann kein Ticket erstellt werden.
ST_Meldung;00948;VDG: Bei der Ticket-Herausgabe ist ein Fehler aufgetreten.
ST_Meldung;00949;VDG: Fehler beim Zugriff auf die VDG-Datenbanken (i.d.R. technischer Fehler)
ST_Meldung;00960;Der Benutzer kann mit den übergebenen Credentials nicht authentifiziert werden. Diverse Ursachen: z.B. falsche Kennung, Passwort oder OTP, ungültiges SCT. Diese Meldung kann durch Hinweise mit einer MeldungID 00961-00963 ergänzt werden.
ST_Meldung;00961;Credentials (Username, Paßwort, OTP) ungültig
ST_Meldung;00962;Session (SCT) ungültig
ST_Meldung;00963;Timestamp / Signatur ungültig
ST_Meldung;00964;Account gesperrt
ST_Meldung;00965;Zu viele Fehlversuche, Account wurde gesperrt
ST_Meldung;00966;Passwort abgelaufen
ST_Meldung;01000;Die Verarbeitung konnte nicht durchgeführt werden. Dieser Schlüssel MUSS im Bereich TAA dann verwendet werden, wenn eine exakte Schlüsselung aufgrund anderer definierter Schlüssel nicht möglich ist.
ST_Meldung;01001;Eine der angeforderten Zahlungsweisen wird nicht unterstützt.
ST_Meldung;01002;Das Unterschriftverfahren wird nicht unterstützt
ST_Meldung;01003;Für die Durchführung einer Tarifierung ist die Beantwortung von Risikofragen notwendig
ST_Meldung;01004;Die angeforderten Dokumente konnten erfolgreich aufbereitet werden.
ST_Meldung;01005;Die Tarifierung wurde auf Basis der übermittelten Daten erfolgreich durchgeführt
ST_Meldung;01006;Das Verarbeitungsergebnis wurde auf Basis der übermittelten Angaben sowie zusätzlicher Annahmen ermittelt und aufbereitet. Die Beantwortung von Risikofragen kann zu einem abweichenden Ergebnis führen
ST_Meldung;01007;Die für den Kontext relevanten Risikofragen wurden vollständig ermittelt
ST_Meldung;01008;Die für den Kontext relevanten Risikofragen wurden teilweise ermittelt. Für eine vollständige Ermittlung ist ein erneuter Aufruf einschließlich der Antworten auf die bereits gestellten Fragen erforderlich
ST_Meldung;01009;Art, Umfang und Qualität reichen für eine Einsendung der Antragsdaten und eine Weiterverarbeitung aus. Für eine fallabschließende Verarbeitung fehlen jedoch weitere Angaben
ST_Meldung;01010;Mindestens eines der angeforderten Dokumente steht nicht zur Verfügung. Möglicherweise ist eine ID fehlerhaft oder der Bereitstellungszeitraum abgelaufen.
ST_Meldung;01011;Die unter der Vorgangsnummer gespeicherte Daten stimmen nicht mit den im Request übermittelten Daten überein.
ST_Meldung;01013;Es liegen nicht alle erforderlichen Unterschriften vor
ST_Meldung;01014;Die Anforderung mehrerer Zahlungsweisen wird technisch nicht unterstützt
ST_Meldung;01015;Es konnte kein Tarif ermittelt werden
ST_Meldung;01016;Tarifierung aufgrund der vorgegebenen Beiträge nicht möglich.
ST_Meldung;01030;(vorläufige) Deckungszusage erteilt
ST_Meldung;01100;Auskunft erfolgreich
ST_Meldung;01101;Objekt mit dem angegebenen Schlüssel konnte nicht identifiziert werden
ST_Meldung;01102;Provider unterstützt nur den Abruf des aktuellen Zustands
ST_Meldung;01103;Provider unterstützt keinen Abruf von Daten zu Anträgen
ST_Meldung;01110;Die gewünschte Auskunft ist nicht möglich.
ST_Meldung;01111;Der gelieferte Datenumfang entspricht nicht den angefragten Informationsarten.
ST_Meldung;01112;Die Informationsart ist für den angefragten Vertrag nicht unterstützt.
ST_Meldung;01113;Die Implementierung unterstützt die angefragte Informationsart nicht.
ST_Meldung;01200;Änderungsantrag erfolgreich erstellt
ST_Meldung;01201;Tarifierung nicht möglich, da Tarif zum Gültig-ab-Datum noch nicht bekannt
ST_Meldung;01202;Änderung im derzeitigen Tarif des Vertrags nicht möglich
ST_Meldung;01203;Änderung zum gewünschten Datum nicht möglich
ST_Meldung;01204;Geschäftsvorgangsart (GeVoArt) wird nicht unterstützt
ST_Meldung;01402;Suchanfrage brachte zu viele möglichen Treffer, bitte konkretisieren. In diesem Fall muss der Filtermechanismus verwendet werden, um die Suchanfrage weiter einzuschränken, damit eine auslieferbare Trefferliste erzeugt werden kann.
ST_Meldung;01403;Einschränkung auf eine maximale Zeichenanzahl unzulässig. Dieser Schlüssel ist für das Fehlermanagement des Generischen Listenservice (N480.0) relevant.
ST_Meldung;01404;Der Gültigkeitszeitraum für den Kontext ist abgelaufen. Dieser Schlüssel wird im Fehlermanagement des Generischen Listenservice (N480.0) angwendet. Der Service Consumer darf einen neuen Kontext eröffnen unter Anwendung der Funktion wsen:Enumerate erzeugen.
ST_Meldung;01405;Der folgende Kontext wird unterstützt. Dieser Schlüssel wird angewendet, um die vom Generischen Listenservice (N480.0) unterstützten fachlichen Kontexte zu melden.
ST_Meldung;04000;Aufruf des Transferservice erfolgreich.
ST_Meldung;04001;Zur angefragten Such-Kategorie liegen keine Lieferungen vor.
ST_Meldung;04002;Bereits bestätigte Lieferungen können nicht angefragt werden.
ST_Meldung;04003;Zur angefragten ID kann keine Lieferung identifiziert werden.
ST_Meldung;04004;Quittierung der Lieferung nicht möglich.
ST_Meldung;04005;Granularität der Such-Kategorie wird nicht unterstützt.
ST_Meldung;04006;Das in VerfuegbarBis angegebene Datum ist überschritten.
ST_Meldung;99999;Sonstiges
ST_Meldung;05000;Ergebnisermittlung erfolgreich
ST_Meldung;05001;Ergebnisermittlung fehlgeschlagen
ST_Meldung;05100;Zur Konvertierung genutzte Liste (z.B. Bundesbank oder Swift)
ST_Meldung;05200;Förderdatenvorprüfung erfolgreich durchgeführt
ST_Meldung;05201;Förderdatenvorprüfung mit Warnung durchgeführt
ST_Meldung;05202;Förderdatenantrag angenommen
ST_Meldung;05203;Förderdatenantrag mit Warnungen angenommen
ST_Meldung;01406;Gemäß Annahmerichtlinien kann keine eVB ausgestellt werden.
ST_Meldung;01407;Eine Kfz-Deckung kann nur im gesetzlichen Mindestumfang angeboten werden.
ST_Meldung;01408;Antrag abgelehnt, es liegt im gegebenen Fall kein Annahmezwang vor.
ST_Meldungsart;Fehler;Fehler: Die Verarbeitung ist nicht durchgeführt worden. Es liegt ein fachlicher oder technischer Fehler vor. Weitere Informationen siehe MeldungID
ST_Meldungsart;Hinweis;Hinweis bedeutet kein Fehler, aber weitere Informationen. z.B. Standard OK Meldung. Weitere Informationen siehe MeldungID
ST_Meldungsart;Warnung;Warnung wiegt schwerer als ein Hinweis und erfordert besondere Aufmerksamkeit. Weitere Informationen siehe MeldungID
ST_Mitversicherungsart;01;in häuslicher Gemeinschaft mitlebender Partner
ST_Mitversicherungsart;02;Einzelperson in häuslicher Gemeinschaft mitlebend
ST_Mitversicherungsart;03;Einzelperson nicht in häuslicher Gemeinschaft mitlebend
ST_Mitversicherungsart;04;Kinder
ST_Monat;01;Januar
ST_Monat;02;Februar
ST_Monat;03;März
ST_Monat;04;April
ST_Monat;05;Mai
ST_Monat;06;Juni
ST_Monat;07;Juli
ST_Monat;08;August
ST_Monat;09;September
ST_Monat;10;Oktober
ST_Monat;11;November
ST_Monat;12;Dezember
ST_Motorart;01;Viertakter
ST_Motorart;02;Diesel-Motor
ST_Motorart;03;Zweitakter
ST_Motorart;04;Gas
ST_Motorart;05;Hybrid
ST_Motorart;06;Elektro
ST_Motorart;07;Brennstoffzelle
ST_Motorart;99;sonstiger Motor
ST_Nachweisstatus;kommt;Der Vermittler hat den Nachweis vom Antragsteller angefordert und übermittelt den Nachweis an den Versicherer unabhängig von der elektronischen Nachricht.
ST_Nachweisstatus;anfordern;Der Versicherer soll den Nachweis vom Antragsteller angefordern.
ST_Nachweisstatus;beigefuegt;Der Vermittler hat den Nachweis vom Antragsteller angefordert und übermittelt den Nachweis an den Versicherer innerhalb der elektronischen Nachricht.
ST_Nachweisstatus;geprueft;Der Vermittler hat den Nachweis geprüft.
ST_Nutzerkreis;Versicherungsnehmer;
ST_Nutzerkreis;Partner;Ehe- / Lebenspartner
ST_Nutzerkreis;beliebig;undefinierter Nutzerkreis
ST_Nutzerkreis;Familienfahrer;
ST_Nutzerkreis;Sohn;
ST_Nutzerkreis;Tochter;
ST_Nutzerkreis;unbekannt;sonstige
ST_Nutzlastklasse;Leicht;Nutzlast bis 2 t
ST_Nutzlastklasse;Mittelschwer;Nutzlast über 2 bis 4 t
ST_Nutzlastklasse;Schwer;Nutzlast über 4 t
ST_Nutzung;fremdgenutzt;fremdgenutzt
ST_Nutzung;selbstgenutzt;selbstgenutzt
ST_Nutzungsart;01;Überwiegend geschäftlich
ST_Nutzungsart;02;Überwiegend privat
ST_Nutzungsart;03;Taxi
ST_Nutzungsart;04;Vermietung
ST_Nutzungsart;05;Sonstige
ST_Nutzungsart;06;Ausschließlich geschäftlich
ST_Nutzungsart;07;Ausschließlich privat
ST_Nutzungsart;08;Privat und geschäftlich
ST_Operator;gleich;gleich (=)
ST_Operator;ungleich;ungleich (!=)
ST_Operator;groesserals;gößer als (>)
ST_Operator;groesserodergleich;größer oder gleich (>=)
ST_Operator;kleinerals;kleiner als (<)
ST_Operator;kleinerodergleich;kleiner oder gleich (<=)
ST_Operator;in;Ist nur in Verbindung mit einer AntwortWerteliste gültig.
ST_Phase;Aufschubphase;Portfoliomanagement in der Ansparphase eines Vertrages
ST_Phase;Ablaufphase;Ablaufmanagement in der Ablaufphase
ST_Phase;Bezugsphase;Fontportfoliemanegenment während Bezugsphase z.B. Rentenbezugszeit
ST_PPVHoechstbeitrag;0;Tarifbeitrag
ST_PPVHoechstbeitrag;5;Beitragsfreie Sonstige (z. B. Arbeitssuchende, Behinderte)
ST_PPVHoechstbeitrag;6;Beitragsnachlass wegen Hilfebedürftigkeit
